Time,X,Y,Attention
0,null,null,3
0.14050212207031249,null,null,3
0.24250212016296385,490.57142639160156,195.71428680419922,3
0.3455319198913574,506.57142639160156,192.71428680419922,3
0.43453190653991697,507.57142639160156,194.71428680419922,3
0.5425319465942382,499.57142639160156,200.71428680419922,0
0.634677891281128,494.57142639160156,237.71428680419922,2
0.7296779198913574,457.57142639160156,280.7142868041992,2
0.8306779904632569,402.57142639160156,326.7142868041992,2
0.9414610190734863,383.57142639160156,354.7142868041992,2
1.0394610686645507,362.57142639160156,368.7142868041992,0
1.1334649084472657,354.57142639160156,355.7142868041992,0
1.234464979019165,346.57142639160156,337.7142868041992,2
1.3334649561309815,356.57142639160156,313.7142868041992,2
1.4353720038146973,390.57142639160156,301.7142868041992,2
1.5363718359680176,404.57142639160156,301.7142868041992,2
1.6333719580383301,408.57142639160156,296.7142868041992,0
1.7340300591278077,372.57142639160156,275.7142868041992,0
1.836030057220459,267.57142639160156,203.71428680419922,2
1.9345540743865968,262.57142639160156,193.71428680419922,2
2.048554156402588,258.57142639160156,129.71428680419922,2
2.1345541220703126,252.57142639160156,104.71428680419922,2
2.24882118119812,250.57142639160156,72.71428680419922,2
2.3428210438690185,249.57142639160156,67.71428680419922,2
2.4508210839233397,247.57142639160156,58.71428680419922,0
2.5406118722076414,245.57142639160156,51.71428680419922,0
2.633612045776367,256.57142639160156,55.71428680419922,0
2.7356120438690184,264.57142639160156,63.71428680419922,0
2.8416210915527342,292.57142639160156,88.71428680419922,2
2.9336210991821288,305.57142639160156,98.71428680419922,2
3.0355971678466798,309.57142639160156,123.71428680419922,2
3.137597165939331,304.57142639160156,132.71428680419922,0
3.2375970705718995,309.57142639160156,140.71428680419922,0
3.336989942779541,315.57142639160156,152.71428680419922,0
3.4349899923706055,325.57142639160156,144.71428680419922,0
3.538902093460083,327.57142639160156,154.71428680419922,0
3.6349020495910644,328.57142639160156,187.71428680419922,2
3.735902120162964,368.57142639160156,221.71428680419922,2
3.8367040019073486,414.57142639160156,244.71428680419922,2
3.94470404196167,478.57142639160156,293.7142868041992,2
4.037704215530395,524.5714263916016,288.7142868041992,2
4.132775963760376,537.5714263916016,284.7142868041992,2
4.2327761068115235,601.5714263916016,297.7142868041992,2
4.333776177383423,759.5714263916016,275.7142868041992,2
4.439687998092651,818.5714263916016,230.71428680419922,2
4.53968790272522,884.5714263916016,188.71428680419922,2
4.633580980926514,932.5714263916016,147.71428680419922,2
4.736581144958496,887.5714263916016,122.71428680419922,2
4.839581070571899,801.5714263916016,143.71428680419922,2
4.933892003814697,603.5714263916016,148.71428680419922,2
5.040891877929687,479.57142639160156,152.71428680419922,2
5.134891979019165,344.57142639160156,152.71428680419922,2
5.237029965667725,292.57142639160156,136.71428680419922,2
5.3380300362396245,255.57142639160156,116.71428680419922,2
5.4390259504089356,198.57142639160156,25.71428680419922,2
5.534025979019165,null,null,3
5.639025998092651,null,null,3
5.7360060247955325,null,null,3
5.840005877929688,null,null,3
5.948005917984009,216.57142639160156,3.7142868041992188,2
6.0360850591278075,266.57142639160156,32.71428680419922,2
6.149084975204468,335.57142639160156,91.71428680419922,2
6.2371850953674315,401.57142639160156,158.71428680419922,2
6.336185072479248,379.57142639160156,161.71428680419922,2
6.439184998092651,346.57142639160156,164.71428680419922,2
6.53541709727478,336.57142639160156,155.71428680419922,2
6.6364169294281,271.57142639160156,115.71428680419922,2
6.735416906539917,239.57142639160156,83.71428680419922,2
6.8423829237060545,220.57142639160156,58.71428680419922,2
6.936383024795532,210.57142639160156,61.71428680419922,2
7.037997156402588,215.57142639160156,60.71428680419922,0
